,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Time,Latitude,Longitude,Attenuation,Preamp 1,Preamp 2,DNC Preamp,Carrier No/Index,Center Frequency (MHz),Technology (5G NR LTE FDD LTE TDD),Bandwidth,SSB SCS,SSB Center Frequency (MHZ),L,Cyclic Prefix,No,PCI,Group,Sector,SSB Index,DM-RS,PBCH,S-SS RSRP / RSRP (dBm),S-SS RSRQ / RSRQ (dB),P-SS SNR / P-SS SNR (dB),S-SS SINR / RS SINR (dB),P-SS RSRP / P-SS RSRP (dBm),S-SS RSSI / S-SS RSSI (dBm),/ S-SS RSRP (dBm),/ S-SS Ec/Io (dB),Time Error (us),PBCH DM-RS RSRP (dBm) /,PBCH DM-RS EVM (%) /,VIAVI Solutions;ONA-800;WMTK0002920146;2.210.0003r<Mode>; NSA Signal Analyzer / NSA Route Map
3303,3303,3303,3303,"Friday, June 16, 2023",04:27:21.661 PM CEST,48.1187317,-1.6359657,0,On,Off,Off,1|486,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-96.01,-10.03,22.70,5.69,-96.19,-74.97,--,--,683.85,-96.83,126.92,
3304,3304,3304,3304,"Friday, June 16, 2023",04:27:21.661 PM CEST,48.1187317,-1.6359657,0,On,Off,Off,1|486,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-105.30,-18.46,17.99,4.93,-105.39,-84.27,--,--,469.79,-97.31,148.90,
3305,3305,3305,3305,"Friday, June 16, 2023",04:27:21.661 PM CEST,48.1187317,-1.6359657,0,On,Off,Off,1|486,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,1,1,--,-107.19,-16.71,15.16,3.11,-108.54,-86.15,--,--,183.85,-101.59,111.06,
3306,3306,3306,3306,"Friday, June 16, 2023",04:27:21.661 PM CEST,48.1187317,-1.6359657,0,On,Off,Off,1|486,3530.01,5G NR,80,30.0,3529.92,8,--,3,277,92,1,1,1,--,-108.41,-17.72,8.06,4.39,-107.30,-87.37,--,--,178.55,-101.29,228.07,
3307,3307,3307,3307,"Friday, June 16, 2023",04:27:21.661 PM CEST,48.1187317,-1.6359657,0,On,Off,Off,1|486,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,0,0,--,-110.56,-17.54,12.62,4.25,-111.27,-89.53,--,--,-30.21,-104.80,170.20,
3308,3308,3308,3308,"Friday, June 16, 2023",04:27:22.665 PM CEST,48.1186923,-1.6359918,0,On,Off,Off,1|487,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-96.01,-10.03,22.70,5.69,-96.19,-74.97,--,--,683.85,-96.83,126.92,
3309,3309,3309,3309,"Friday, June 16, 2023",04:27:22.665 PM CEST,48.1186923,-1.6359918,0,On,Off,Off,1|487,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-105.30,-18.46,17.99,4.93,-105.39,-84.27,--,--,469.79,-97.31,148.90,
3310,3310,3310,3310,"Friday, June 16, 2023",04:27:22.665 PM CEST,48.1186923,-1.6359918,0,On,Off,Off,1|487,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,1,1,--,-107.19,-16.71,15.16,3.11,-108.54,-86.15,--,--,183.85,-101.59,111.06,
3311,3311,3311,3311,"Friday, June 16, 2023",04:27:22.665 PM CEST,48.1186923,-1.6359918,0,On,Off,Off,1|487,3530.01,5G NR,80,30.0,3529.92,8,--,3,277,92,1,1,1,--,-108.41,-17.72,8.06,4.39,-107.30,-87.37,--,--,178.55,-101.29,228.07,
3312,3312,3312,3312,"Friday, June 16, 2023",04:27:22.665 PM CEST,48.1186923,-1.6359918,0,On,Off,Off,1|487,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,0,0,--,-110.56,-17.54,12.62,4.25,-111.27,-89.53,--,--,-30.21,-104.80,170.20,
3313,3313,3313,3313,"Friday, June 16, 2023",04:27:23.662 PM CEST,48.1186505,-1.6360063,0,On,Off,Off,1|488,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-96.46,-13.45,18.13,4.22,-96.01,-75.42,--,--,471.13,-93.61,92.00,
3314,3314,3314,3314,"Friday, June 16, 2023",04:27:23.662 PM CEST,48.1186505,-1.6360063,0,On,Off,Off,1|488,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-102.31,-16.02,18.82,3.67,-102.25,-81.27,--,--,685.20,-96.54,112.55,
3315,3315,3315,3315,"Friday, June 16, 2023",04:27:23.662 PM CEST,48.1186505,-1.6360063,0,On,Off,Off,1|488,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-105.47,-12.80,15.36,4.11,-104.85,-84.44,--,--,-28.87,-103.53,133.46,
3316,3316,3316,3316,"Friday, June 16, 2023",04:27:24.671 PM CEST,48.1186093,-1.6360113,0,On,Off,Off,1|489,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-95.72,-12.54,16.70,3.94,-95.90,-74.68,--,--,471.91,-93.94,56.39,
3317,3317,3317,3317,"Friday, June 16, 2023",04:27:24.671 PM CEST,48.1186093,-1.6360113,0,On,Off,Off,1|489,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-103.21,-15.83,17.40,4.23,-103.32,-82.17,--,--,685.97,-98.40,134.09,
3318,3318,3318,3318,"Friday, June 16, 2023",04:27:24.671 PM CEST,48.1186093,-1.6360113,0,On,Off,Off,1|489,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-107.16,-14.97,13.66,4.37,-106.97,-86.12,--,--,-28.09,-102.73,167.60,
3319,3319,3319,3319,"Friday, June 16, 2023",04:27:24.671 PM CEST,48.1186093,-1.6360113,0,On,Off,Off,1|489,3530.01,5G NR,80,30.0,3529.92,8,--,3,277,92,1,1,1,--,-108.33,-16.70,7.15,3.89,-107.84,-87.29,--,--,180.37,-102.06,134.13,
